claim_id,claim,evidence,label
190,Climate change is normal and continual.,"increased emissions of greenhouse gases and dust) or natural (e.g., changes in solar output, the earth's orbit, volcano eruptions).",SUPPORTS
190,Climate change is normal and continual.,"Climate change due to internal variability sometimes occurs in cycles or oscillations, for instance every 100 or 2000 years.",SUPPORTS
190,Climate change is normal and continual.,"Although global change has been a natural process throughout Earth's history, humans are responsible for substantially accelerating present-day changes.",SUPPORTS
194,The main greenhouse gas is water vapour[…],"The main reinforcing feedbacks are the water vapour feedback, the ice–albedo feedback, and probably the net effect of clouds.",SUPPORTS
194,The main greenhouse gas is water vapour[…],"As water is a potent greenhouse gas, this further heats the climate: the water vapour feedback.",SUPPORTS
194,The main greenhouse gas is water vapour[…],"""AGU Water Vapor in the Climate System"".",SUPPORTS
194,The main greenhouse gas is water vapour[…],"""How Much CO2 Does A Single Volcano Emit?"".",SUPPORTS
194,The main greenhouse gas is water vapour[…],"Similar issues apply to other greenhouse gases, many of which have longer mean lifetimes than CO 2, e.g.",SUPPORTS
195,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen,Carbon dioxide (chemical formula CO 2) is a colorless gas with a density about 60% higher than that of dry air.,NOT_ENOUGH_INFO
195,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen,"The gaseous products of complete reaction are typically carbon dioxide, steam, and nitrogen.",NOT_ENOUGH_INFO
195,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen,"The most common gases in Earth's atmosphere are nitrogen (78%), oxygen (21%), and argon (0.9%).",NOT_ENOUGH_INFO
195,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen,"Natural gas (also called fossil gas) is a naturally occurring hydrocarbon gas mixture consisting primarily of methane, but commonly including varying amounts of other higher alkanes, and sometimes a small percentage of carbon dioxide, nitrogen, hydrogen sulfide, or helium.",NOT_ENOUGH_INFO
195,Carbon dioxide is a non-condensable atmospheric gas like nitrogen and oxygen,"Like landfill gas, biogas is mostly methane and carbon dioxide, with small amounts of nitrogen, oxygen and hydrogen.",NOT_ENOUGH_INFO
197,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,"By volume, dry air contains 78.09% nitrogen, 20.95% oxygen, 0.93% argon, 0.04% carbon dioxide, and small amounts of other gases.",NOT_ENOUGH_INFO
197,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,"During active photosynthesis, plants can absorb more carbon dioxide from the atmosphere than they release in respiration.",NOT_ENOUGH_INFO
197,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,"Plants can grow as much as 50 percent faster in concentrations of 1,000 ppm CO 2 when compared with ambient conditions, though this assumes no change in climate and no limitation on other nutrients.",NOT_ENOUGH_INFO
197,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,"Plants remove carbon in the form of carbon dioxide from the atmosphere during the process of photosynthesis, but release some carbon dioxide back into the atmosphere during normal respiration.",NOT_ENOUGH_INFO
197,Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,"A dry atmosphere is composed of 78.084% nitrogen, 20.946% oxygen, 0.934% argon, and trace amounts of carbon dioxide and other gaseous molecules.",NOT_ENOUGH_INFO
199,"In the past, warming has never been a threat to life on Earth.",Global warming is a major threat to global biodiversity.,REFUTES
199,"In the past, warming has never been a threat to life on Earth.","If such an event were to occur oriented towards the Earth, the massive amounts of gamma radiation could significantly affect the Earth's atmosphere and pose an existential threat to all life.",REFUTES
199,"In the past, warming has never been a threat to life on Earth.",Lovelock has become concerned about the threat of global warming from the greenhouse effect.,REFUTES
199,"In the past, warming has never been a threat to life on Earth.","Given the potential threat to marine ecosystems and its ensuing impact on human society and economy, especially as it acts in conjunction with anthropogenic global warming, there is an urgent need for immediate action.""",REFUTES
199,"In the past, warming has never been a threat to life on Earth.","The ongoing warming will increase risks and stresses to human societies, economies, ecosystems, and wildlife through the 21st century and beyond, making it imperative that society respond to a changing climate.",REFUTES
200,"if we halved today’s atmospheric carbon dioxide content, all life would die.","By volume, dry air contains 78.09% nitrogen, 20.95% oxygen, 0.93% argon, 0.04% carbon dioxide, and small amounts of other gases.",NOT_ENOUGH_INFO
200,"if we halved today’s atmospheric carbon dioxide content, all life would die.","Carbon dioxide in Earth's atmosphere is a trace gas, currently (mid 2018) having a global average concentration of 409 parts per million by volume (or 622 parts per million by mass).",NOT_ENOUGH_INFO
200,"if we halved today’s atmospheric carbon dioxide content, all life would die.","Earth's increasing surface temperature will accelerate the inorganic carbon cycle, reducing CO 2 concentration to levels lethally low for plants (10 ppm for C4 photosynthesis) in approximately 100–900 million years.",NOT_ENOUGH_INFO
200,"if we halved today’s atmospheric carbon dioxide content, all life would die.","The lack of vegetation will result in the loss of oxygen in the atmosphere, making animal life impossible.",NOT_ENOUGH_INFO
200,"if we halved today’s atmospheric carbon dioxide content, all life would die.","For contrast, today the carbon dioxide levels are at 400 ppm or 0.04%.",NOT_ENOUGH_INFO
203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature","Gore's use of long ice core records of CO2 and temperature (from oxygen isotope measurements) in Antarctic ice cores to illustrate the correlation between the two drew some scrutiny; Schmidt, Steig and Michael E. Mann back up Gore's data.",REFUTES
203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature","In that sense, the ice core CO2-temperature correlation remains an appropriate demonstration of the influence of CO2 on climate.""",REFUTES
203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature","In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",REFUTES
203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature","Both CO 2 and CH 4 vary between glacial and interglacial phases, and concentrations of these gases correlate strongly with temperature.",REFUTES
203,"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature","Decades ago, they correctly predicted how much Earth's temperature would rise due to increasing atmospheric CO2.",REFUTES
204,"after a natural orbitally driven warming, atmospheric carbon dioxide content increases 800 years later","Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",NOT_ENOUGH_INFO
204,"after a natural orbitally driven warming, atmospheric carbon dioxide content increases 800 years later","Earth's increasing surface temperature will accelerate the inorganic carbon cycle, reducing CO 2 concentration to levels lethally low for plants (10 ppm for C4 photosynthesis) in approximately 100–900 million years.",NOT_ENOUGH_INFO
204,"after a natural orbitally driven warming, atmospheric carbon dioxide content increases 800 years later","Along with the decrease of atmospheric carbon dioxide reducing the global temperature, orbital factors in ice creation can be seen with 100,000-year and 400,000-year fluctuations in benthic oxygen isotope records.",NOT_ENOUGH_INFO
204,"after a natural orbitally driven warming, atmospheric carbon dioxide content increases 800 years later","The current warming period is expected to last another 50,000 years due to a minimum in the eccentricity of the Earth's orbit.",NOT_ENOUGH_INFO
204,"after a natural orbitally driven warming, atmospheric carbon dioxide content increases 800 years later","The associated period of massive carbon release into the atmosphere has been estimated to have lasted from 20,000 to 50,000 years.",NOT_ENOUGH_INFO
207,Each of the six major past ice ages began when the atmospheric carbon dioxide content was far higher than at present.,"(BBC) 4 April A new, detailed record of past climate change has shown compelling evidence that the last ice age was ended by a rise in temperature driven by an increase in atmospheric carbon dioxide.",REFUTES
207,Each of the six major past ice ages began when the atmospheric carbon dioxide content was far higher than at present.,Much of this early atmosphere would have consisted of carbon dioxide.,REFUTES
207,Each of the six major past ice ages began when the atmospheric carbon dioxide content was far higher than at present.,"The present pattern of ice ages began about 40 Mya, and then intensified during the Pleistocene about 3 Mya.",REFUTES
207,Each of the six major past ice ages began when the atmospheric carbon dioxide content was far higher than at present.,"The gradual intensification of this ice age over the last 3 million years has been associated with declining concentrations of the greenhouse gas carbon dioxide, though it remains unclear if this change is sufficiently large to have caused the changes in temperatures.",REFUTES
207,Each of the six major past ice ages began when the atmospheric carbon dioxide content was far higher than at present.,"It decomposes and turns into carbon dioxide (CO 2), which is released into the atmosphere.",REFUTES
211,"For decades, most scientists saw climate change as a distant prospect.","Scientists have identified many episodes of climate change during Earth's geological history; more recently since the industrial revolution the climate has increasingly been affected by human activities driving global warming, and the terms are commonly used interchangeably in that context.",NOT_ENOUGH_INFO
211,"For decades, most scientists saw climate change as a distant prospect.","In the scientific literature, there is an overwhelming consensus that global surface temperatures have increased in recent decades and that the trend is caused mainly by human-induced emissions of greenhouse gases.",NOT_ENOUGH_INFO
211,"For decades, most scientists saw climate change as a distant prospect.",Decades of scientific research have shown that climate can change from both natural and anthropogenic causes.,NOT_ENOUGH_INFO
211,"For decades, most scientists saw climate change as a distant prospect.","Catastrophic effects in 50–100 years would likely be observed according to 41%, while 44% thought the effects would be moderate and about 13 percent saw relatively little danger.",NOT_ENOUGH_INFO
211,"For decades, most scientists saw climate change as a distant prospect.","US National Academy of Sciences: ""In the judgment of most climate scientists, Earth's warming in recent decades has been caused primarily by human activities that have increased the amount of greenhouse gases in the atmosphere.",NOT_ENOUGH_INFO
214,A recent essay in Scientific American argued that scientists “tend to underestimate the severity of threats and the rapidity with which they might unfold” and said one of the reasons was “the perceived need for consensus.”,"After the conference, they signed in the presence of Stephen Hawking, the 'Cambridge Declaration on Consciousness', which summarizes the most important findings of the survey: ""We decided to reach a consensus and make a statement directed to the public that is not scientific.",NOT_ENOUGH_INFO
214,A recent essay in Scientific American argued that scientists “tend to underestimate the severity of threats and the rapidity with which they might unfold” and said one of the reasons was “the perceived need for consensus.”,"Further criticism stems from the fact that the phrase intelligent design makes use of an assumption of the quality of an observable intelligence, a concept that has no scientific consensus definition.",NOT_ENOUGH_INFO
214,A recent essay in Scientific American argued that scientists “tend to underestimate the severity of threats and the rapidity with which they might unfold” and said one of the reasons was “the perceived need for consensus.”,But recently scientists and scholars have challenged the legitimacy of this journalistic core value with regard to matters of great importance on which the overwhelming majority of the scientific community has reached a well-substantiated consensus view.,NOT_ENOUGH_INFO
214,A recent essay in Scientific American argued that scientists “tend to underestimate the severity of threats and the rapidity with which they might unfold” and said one of the reasons was “the perceived need for consensus.”,"As Stephen Schneider put it: “a mainstream, well-established consensus may be ‘balanced’ against the opposing views of a few extremists, and to the uninformed, each position seems equally credible.” Science journalism concerns itself with gathering and evaluating various types of relevant evidence and rigorously checking sources and facts.",NOT_ENOUGH_INFO
214,A recent essay in Scientific American argued that scientists “tend to underestimate the severity of threats and the rapidity with which they might unfold” and said one of the reasons was “the perceived need for consensus.”,"Kuhn made several claims concerning the progress of scientific knowledge: that scientific fields undergo periodic ""paradigm shifts"" rather than solely progressing in a linear and continuous way, and that these paradigm shifts open up new approaches to understanding what scientists would never have considered valid before; and that the notion of scientific truth, at any given moment, cannot be established solely by objective criteria but is defined by a consensus of a scientific community.",NOT_ENOUGH_INFO
220,Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,"""Hurricane Harvey was year's costliest U.S. disaster at $125 billion in damages"".",SUPPORTS
220,Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,"The damage for the Houston area is estimated at up to $125 billion U.S. dollars, and it is considered to be one of the worst natural disasters in the history of the United States, with the death toll exceeding 70 people.",SUPPORTS
220,Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,"It is tied with 2005's Hurricane Katrina as the costliest tropical cyclone on record, inflicting $125 billion (2017 USD) in damage, primarily from catastrophic rainfall-triggered flooding in the Houston metropolitan area and Southeast Texas.",SUPPORTS
220,Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,"Preliminary reporting from the National Oceanic and Atmospheric Administration set a more concrete total at $125 billion, making Harvey the 2nd costliest tropical cyclone on record, behind Hurricane Katrina with 2017 costs of $161 billion (after adjusting for inflation).",SUPPORTS
220,Hurricane Harvey gave Houston and the surrounding region a $125 billion lesson about the costs of misjudging the potential for floods,"The National Oceanic and Atmospheric Administration estimated total damage at $125 billion, with a 90% confidence interval of $90–160 billion.",SUPPORTS
230,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.","Recent decades have witnessed several dramatic collapses of large ice shelves around the coast of Antarctica, especially along the Antarctic Peninsula.",SUPPORTS
230,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.",Concerns have been raised that disruption of ice shelves may result in increased glacial outflow from the continental ice mass.,SUPPORTS
230,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.","In the last several decades, glaciologists have observed consistent decreases in ice shelf extent through melt, calving, and complete disintegration of some shelves.",SUPPORTS
230,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.","Two sections of Antarctica's Larsen Ice Shelf broke apart into hundreds of unusually small fragments (hundreds of meters wide or less) in 1995 and 2002, Larsen C calved a huge ice island in 2017.",SUPPORTS
230,"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.","In a 35-day period beginning on January 31, 2002, about 3,250 km2 (1,250 sq mi) of shelf area disintegrated.",SUPPORTS
235,The planet’s average ground temperature has risen by around 1.62F (0.9C),"At the center, the temperature may be up to 6,000 °C (10,830 °F), and the pressure could reach 360 GPa (52 million psi).",NOT_ENOUGH_INFO
235,The planet’s average ground temperature has risen by around 1.62F (0.9C),"Without this heat-retention effect, the average surface temperature would be −18 °C (0 °F), in contrast to the current +15 °C (59 °F), and life on Earth probably would not exist in its current form.",NOT_ENOUGH_INFO
235,The planet’s average ground temperature has risen by around 1.62F (0.9C),"As a result, the mean annual air temperature at sea level decreases by about 0.4 °C (0.7 °F) per degree of latitude from the equator.",NOT_ENOUGH_INFO
235,The planet’s average ground temperature has risen by around 1.62F (0.9C),"About a billion years from now, all surface water will have disappeared and the mean global temperature will reach 70 °C (158 °F).",NOT_ENOUGH_INFO
235,The planet’s average ground temperature has risen by around 1.62F (0.9C),"At the pressure level of 10 bars (1 MPa), the temperature is around 340 K (67 °C; 152 °F).",NOT_ENOUGH_INFO
236,global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,"Between 1993 and 2017, the global mean sea level rose on average by 3.1 ± 0.3 mm per year, with an acceleration detected as well.",NOT_ENOUGH_INFO
236,global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,"Currently, surface temperatures are rising by about 0.2 °C per decade.",NOT_ENOUGH_INFO
236,global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,"Temperatures rose by 0.0 °C–0.2 °C from 1720–1800 to 1850–1900 (Hawkins et al., 2017).",NOT_ENOUGH_INFO
236,global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,"Climate model projections summarized in the report indicated that during the 21st century the global surface temperature is likely to rise a further 0.3 to 1.7 °C (0.5 to 3.1 °F) in a moderate scenario, or as much as 2.6 to 4.8 °C (4.7 to 8.6 °F) in an extreme scenario, depending on the rate of future greenhouse gas emissions and on climate feedback effects.",NOT_ENOUGH_INFO
236,global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,"In contrast to East Antarctica and the Antarctic Peninsula, temperatures on West Antarctica have increased significantly with a trend between 0.08 °C (0.14 °F) per decade and 0.96 °C (1.7 °F) per decade between 1976 and 2012.",NOT_ENOUGH_INFO
240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,Models referenced by the Intergovernmental Panel on Climate Change (IPCC) predict that global temperatures are likely to increase by 1.1 to 6.4 °C (2.0 to 11.5 °F) between 1990 and 2100.,SUPPORTS
240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,"Currently, surface temperatures are rising by about 0.2 °C per decade.",SUPPORTS
240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,"They predict that under a ""business as usual"" (BAU) scenario, global mean temperature will increase by about 0.3 °C per decade during the [21st] century.",SUPPORTS
240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,"They judge that global mean surface air temperature has increased by 0.3 to 0.6 °C over the last 100 years, broadly consistent with prediction of climate models, but also of the same magnitude as natural climate variability.",SUPPORTS
240,In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.,"The projections apply to the end of the 21st century (2090–99), relative to temperatures at the end of the 20th century (1980–99).",SUPPORTS
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.",In the IPCC Fifth Assessment Report the increase in CO2 was estimated to be responsible for 1.82 W·m2 of the 2.63 W·m2 change in radiative forcing on Earth (about 70%).,SUPPORTS
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.","The scientific consensus as of 2013[update], as stated in the IPCC Fifth Assessment Report, is that it ""is extremely likely that human influence has been the dominant cause of the observed warming since the mid-20th century"".",SUPPORTS
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.","This ocean warming accounts, with high confidence, for 90% of the energy accumulation between 1971 and 2010.",SUPPORTS
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.",Human-caused increases in greenhouse gases are responsible for most of the observed global average surface warming of roughly 0.8 °C (1.5 °F) over the past 140 years.,SUPPORTS
243,"In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010.",In its fifth assessment report (2013) the Intergovernmental Panel on Climate Change (IPCC) estimated how much sea level is likely to rise in the 21st century based on different levels of greenhouse gas emissions.,SUPPORTS
244,But it means a chunk of the rise is coming from elsewhere.,"If lowercase, the chunk may be safely copied regardless of the extent of modifications to the file.",NOT_ENOUGH_INFO
244,But it means a chunk of the rise is coming from elsewhere.,"She also pointed out that Themyscira plays a role, and from after what happened in Amazons Attack!, the Amazons themselves are going to return.",NOT_ENOUGH_INFO
244,But it means a chunk of the rise is coming from elsewhere.,"Depopulation resulting from the plague was thus almost certainly a major factor in the success of early Ottoman expansion into the Balkans, and contributed to the weakening of the Byzantine Empire and the depopulation of Constantinople.",NOT_ENOUGH_INFO
244,But it means a chunk of the rise is coming from elsewhere.,"Peter Travers of Rolling Stone noted that the film has mixed ""twists lifted from 1972's Conquest of the Planet of the Apes and 1999's Deep Blue Sea"".",NOT_ENOUGH_INFO
244,But it means a chunk of the rise is coming from elsewhere.,"In a 2009 interview, Wyatt said, ""We've incorporated elements from Conquest of the Planet of the Apes, in terms of how the apes begin to revolt, but this is primarily a prequel to the 1968 film...Caesar is a revolutionary figure who will be talked about by his fellow apes for centuries...This is just the first step in the evolution of the apes, and there's a lot more stories to tell after this.",NOT_ENOUGH_INFO
246,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","Concentrations of CO 2 in the atmosphere were as high as 4,000 parts per million (ppm, on a molar basis) during the Cambrian period about 500 million years ago to as low as 180 ppm during the Quaternary glaciation of the last two million years.",REFUTES
246,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","Reconstructed temperature records for the last 420 million years indicate that atmospheric CO 2 concentrations peaked at ~2000 ppm during the Devonian (∼400 Myrs ago) period, and again in the Triassic (220–200 Myrs ago) period.",REFUTES
246,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","Increases in atmospheric concentrations of CO 2 and other long-lived greenhouse gases such as methane, nitrous oxide and ozone have correspondingly strengthened their absorption and emission of infrared radiation, causing the rise in average global temperature since the mid-20th century.",REFUTES
246,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","The polar stratospheric clouds had a warming effect on the poles, increasing temperatures by up to 20 °C in the winter months.",REFUTES
246,"at the end of recent ice ages, the concentration of carbon dioxide in the atmosphere started to rise only after temperatures began to climb.","An ice age is a long period of reduction in the temperature of the Earth's surface and atmosphere, resulting in the presence or expansion of continental and polar ice sheets and alpine glaciers.",REFUTES
248,"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.","The most common gases in Earth's atmosphere are nitrogen (78%), oxygen (21%), and argon (0.9%).",SUPPORTS
248,"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.","The next most common gases are carbon dioxide (0.04%), nitrous oxide, methane, and ozone.",SUPPORTS
248,"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.","Water vapor accounts for the largest percentage of the greenhouse effect, between 36% and 66% for clear sky conditions and between 66% and 85% when including clouds.",SUPPORTS
248,"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.","For example, methane and carbon monoxide (CO) are oxidized to give carbon dioxide (and methane oxidation also produces water vapor).",SUPPORTS
248,"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.","The burning of coal, natural gas, and oil for electricity and heat is the largest single source of global greenhouse gas emissions.",SUPPORTS
254,it’s virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],"""Dirty Money, Oil Companies and Special Interests Spend Millions to Oppose Climate Legislation"".",SUPPORTS
254,it’s virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],Several large corporations within the fossil fuel industry provide significant funding for attempts to mislead the public about the trustworthiness of climate science.,SUPPORTS
254,it’s virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],"The coalition was financed by large corporations and trade groups from the oil, coal and auto industries.",SUPPORTS
254,it’s virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],"During the 1990s, the tobacco campaign died away, and TASSC began taking funding from oil companies including Exxon.",SUPPORTS
254,it’s virtually impossible to get funded for work that disputes climate change through other channels [other than oil companies],The New York Times and others reported in 2015 that oil companies knew that burning oil and gas could cause climate change and global warming since the 1970s but nonetheless funded deniers for years.,SUPPORTS
257,"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today","The Medieval Warm Period (MWP) also known as the Medieval Climate Optimum, or Medieval Climatic Anomaly was a time of warm climate in the North Atlantic region lasting from c. 950 to c. 1250.",SUPPORTS
257,"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today","1250, during the European Middle Ages.",SUPPORTS
257,"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today","Global temperature records taken from ice cores, tree rings, and lake deposits, have shown that the Earth may have been slightly cooler globally (by 0.03 °C) than in the early and mid-20th century.",SUPPORTS
257,"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today",study found warmth exceeding 1961–1990 levels in Southern Greenland and parts of North America during the Medieval Climate Anomaly (defined in the study from 950 to 1250) with warmth in some regions exceeding temperatures of the 1990–2010 period.,SUPPORTS
257,"The MWP lasted from about 950 to 1250AD, and temperature records appear to show it was even hotter than today",The Medieval Warm Period (MWP) is generally thought to have occurred from c. 950–c.,SUPPORTS
261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report of 1990 beside cautions that the medieval warming might not have been global.",NOT_ENOUGH_INFO
261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,"However, that view was questioned by other researchers; the IPCC First Assessment Report of 1990 discussed the ""Medieval Warm Period around 1000 AD (which may not have been global) and the Little Ice Age which ended only in the middle to late nineteenth century.""",NOT_ENOUGH_INFO
261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,"The IPCC Second Assessment Report (SAR) of 1996 featured a graph of an early northern hemisphere reconstruction by Raymond S. Bradley and Phil Jones, and noted the 1994 reconstruction by Hughes and Henry F. Diaz questioning how widespread the Medieval Warm Period had been at any one time.",NOT_ENOUGH_INFO
261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,"This was the basis of a ""schematic diagram"" featured in the IPCC First Assessment Report beside cautions that the medieval warming might not have been global.",NOT_ENOUGH_INFO
261,in 1995 one scientist at the IPCC – Jonathan Overpeck – wrote an email to a colleague claiming ‘we have to get rid of the Medieval Warm Period.’,"When the IPCC TAR was still in draft, Fred Singer held a press event saying ""We don't accept this"" with Wibjörn Karlén who alleged that MBH99 showed neither a Medieval Warm Period nor a Little Ice Age, an inaccurate claim echoed soon afterwards by John Lawrence Daly.",NOT_ENOUGH_INFO
266,The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,"Besides the Sixth Assessment Report, to be completed in 2022, the IPCC released the Special Report on Global Warming of 1.5 °C in October 2018, released an update to its 2006 Guidelines for National Greenhouse Gas Inventories—the 2019 Refinement—in May 2019, and delivered two further special reports in 2019: the Special Report on Climate Change and Land (SRCCL), published online on 7 August, and the Special Report on the Ocean and Cryosphere in a Changing Climate (SROCC), released on 25 September 2019.",NOT_ENOUGH_INFO
266,The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,"A paragraph in the 2007 Working Group II report (""Impacts, Adaptation and Vulnerability""), chapter 10 included a projection that Himalayan glaciers could disappear by 2035 Glaciers in the Himalaya are receding faster than in any other part of the world (see Table 10.9) and, if the present rate continues, the likelihood of them disappearing by the year 2035 and perhaps sooner is very high if the Earth keeps warming at the current rate.",NOT_ENOUGH_INFO
266,The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,"The third assessment report (TAR) prominently featured a graph labeled ""Millennial Northern Hemisphere temperature reconstruction"" based on a 1999 paper by Michael E. Mann, Raymond S. Bradley and Malcolm K. Hughes (MBH99), which has been referred to as the ""hockey stick graph"".",NOT_ENOUGH_INFO
266,The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,"Contrarian John Lawrence Daly featured a modified version of the IPCC 1990 schematic, which he mis-identified as appearing in the IPCC 1995 report, and argued that ""Overturning its own previous view in the 1995 report, the IPCC presented the 'Hockey Stick' as the new orthodoxy with hardly an apology or explanation for the abrupt U-turn since its 1995 report"".",NOT_ENOUGH_INFO
266,The IPCC no longer includes the ‘Hockey stick’ chart in its reports.,"The IPCC has published five comprehensive assessment reports reviewing the latest climate science, as well as a number of special reports on particular topics.",NOT_ENOUGH_INFO
268,"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.",Another line of evidence against the sun having caused recent climate change comes from looking at how temperatures at different levels in the Earth's atmosphere have changed.,REFUTES
268,"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.","In the scientific literature, there is a strong consensus that global surface temperatures have increased in recent decades and that the trend is caused by human-induced emissions of greenhouse gases.",REFUTES
268,"Some scientists believe that solar activity is more likely to influence today’s climate than carbon dioxide, and Dr Soon has compiled data showing temperature in America, Canada and Mexico rises and falls in line with solar activity.","Our results show that the observed rapid rise in global mean temperatures seen after 1985 cannot be ascribed to solar variability, whichever of the mechanisms is invoked and no matter how much the solar variation is amplified.",REFUTES
